creators,date,ol_id,publisher,title,trove_url,version_id,work_id
Janni Lee Simner,2009,OL16698209M,"New York, NY Random House Children's Books",Bones of Faerie Janni Lee Simner.,https://trove.nla.gov.au/version/50581772,50581772,33643518
Elizabeth Van Acker,2008,OL16699348M,New York Palgrave Macmillan,"Governments and marriage education policy perspectives from the UK, Australia and the US Elizabeth van Acker.",https://trove.nla.gov.au/version/207972517,207972517,33644157
Brian Deegan,2005,OL8907672M,Allen & Unwin,"Remembering Josh Bali, a Father's StoryPaperback",https://trove.nla.gov.au/version/261827195,261827195,33645912
Peter S. Westwood,2008,OL23682649M,"Camberwell, Vic ACER Press",Teaching methods Peter Westwood.,https://trove.nla.gov.au/version/208134858,208134858,33648360
Michael F. Braby,2004,OL3378612M,"Collingwood, Vic CSIRO Pub.",The complete field guide to the butterflies of Australia Michael F. Braby.,https://trove.nla.gov.au/version/208031117,208031117,33665782
Jack Egan 1941-,2005,OL8907716M,Allen & Unwin,'One Who Will' The Search for Steve WaughHardcover,https://trove.nla.gov.au/version/207877605,207877605,33665921
Pauline E. McLeod|Helen F. McKay (Editor),2001,OL8642067M,Libraries Unlimited,Gadi Mirrabooka Australian Aboriginal Tales from the DreamingHardcover,https://trove.nla.gov.au/version/208166540,208166540,33675565
Sara Hardy,2008,OL22799036M,"Crows Nest, N.S.W Allen and Unwin",Dame Joan Hammond love & music Sara Hardy.,https://trove.nla.gov.au/version/208150357,208150357,33678301
"Mandy Kotzman|Kotzman, Anne",2008,OL25544407M,"Camberwell, Vic ACER Press",Listen to me listen to you a step-by-step guide to communication skills training Mandy Kotzman & Anne Kotzman,https://trove.nla.gov.au/version/209882996,209882996,33680016
Ian McPhedran 1957-,2010,OL26658387M,"Pymble, N.S.W HarperCollins Publishers",Soldiers without borders beyond the SAS a global network of brothers-in-arms Ian McPhedran,https://trove.nla.gov.au/version/260751550,260751550,33683601
Arthur William Upfield 1890-1964,1965,OL5944850M,"Garden City, N.Y Published for the Crime Club by Doubleday",The lure of the bush [by] Arthur W. Upfield.,https://trove.nla.gov.au/version/49197638,49197638,33685216
Rosalyn Black 1959-,2008,OL23218809M,"Camberwell, Vic ACER Press",Beyond the classroom building new school networks Rosalyn Black.,https://trove.nla.gov.au/version/207977611,207977611,33685362
"Andrew Byrnes|Charlesworth, Hilary.|McKinnon, Gabrielle.",2009,OL23972821M,Sydney UNSW Press,"Bills of rights in Australia history, politics and law Andrew Byrnes, Hilary Charlesworth, Gabrielle McKinnon.",https://trove.nla.gov.au/version/207956906,207956906,33686269
Pat Flynn 1968-,2008,OL16725500M,New York Walker & Co.,Out of his league Pat Flynn.,https://trove.nla.gov.au/version/49250466,49250466,33709143
Diane J. Austin-Broos,2009,OL16728081M,Chicago University of Chicago Press,"Arrernte present, Arrernte past invasion, violence, and imagination in indigenous central Australia Diane Austin-Broos.",https://trove.nla.gov.au/version/207822223,207822223,33710741
Jane Alison,2009,OL16729579M,Orlando Harcourt,Sisters antipodes Jane Alison.,https://trove.nla.gov.au/version/207975767,207975767,33711977
Jane Alison 1961-,2009,OL26332352M,,The sisters antipodes Jane Alison,https://trove.nla.gov.au/version/249128159,249128159,33711977
Alison Goodman,2008,OL25556152M,"Pymble, N.S.W HarperCollins",The two pearls of wisdom Alison Goodman,https://trove.nla.gov.au/version/260736888,260736888,33716627
Margaret Robertson,2002,OL11049341M,Australian Council for Educational Research,Children's Ways of Knowing Learning Through PartnershipsPaperback,https://trove.nla.gov.au/version/207977235,207977235,33727057
Janet Fife-Yeomans,2008,OL23204906M,"Millers Point, N.S.W Pier 9",Heath a family's tale Janet Fife-Yeomans.,https://trove.nla.gov.au/version/256426289,256426289,33745121
"Taylor, Wendy, 1971-",2001,OL23030723M,Melbourne Lonely Planet,Out to eat San Francisco 2002 Wendy Taylor ... [et al.].,https://trove.nla.gov.au/version/117447189,117447189,33746843
Wendy Patton 1957-|Australian Council for Educational Research,2001,OL25555034M,Melbourne Australian Council for Educational Research,Career development programs preparation for lifelong career decision making edited by Wendy Patton and Mary McMahon,https://trove.nla.gov.au/version/209822752,209822752,33756178
Danièle M. Klapproth 1962-,2004,OL3307396M,Berlin Mouton de Gruyter,Narrative as social practice Anglo-Western and Australian Aboriginal oral traditions by Danièle M. Klapproth.,https://trove.nla.gov.au/version/207998355,207998355,33756263
Shirley Barber,2002,OL8648179M,Five Mile Press,Shirley Barber's Fairy CollectionHardcover,https://trove.nla.gov.au/version/208014542,208014542,33756629
"Woods, Michael 1946-|Woods, Mary B. 1946-",2009,OL23156656M,Minneapolis Twenty-First Century Books,Seven natural wonders of Australia and Oceania by Michael Woods and Mary B. Woods.,https://trove.nla.gov.au/version/257739181,257739181,33768648
Jeremy Malcolm,2008,OL22648041M,Perth Terminus Press,Multi-stakeholder governance and the Internet Governance Forum Jeremy Malcolm.,https://trove.nla.gov.au/version/207836525,207836525,33782923
Marion Roberts 1966-,2009,OL23156871M,New York Wendy Lamb Books,Sunny side up Marion Roberts.,https://trove.nla.gov.au/version/117579328,117579328,33805562
Marion Roberts 1966-,2008,OL24749967M,New York Wendy Lamb Books,Sunny side up Marion Roberts,https://trove.nla.gov.au/version/168623726,168623726,33805562
Thomas Keneally 1935-,2008,OL16775715M,New York Nan A. Talese,Searching for Schindler Thomas Keneally.,https://trove.nla.gov.au/version/211666090,211666090,33806689
Karen Orr Vered 1961-,2008,OL16775953M,New York Palgrave Macmillan,Children and media outside the home playing and learning in after-school care Karen Orr Vered.,https://trove.nla.gov.au/version/208142544,208142544,33806840
Meaghan Delahunt,2009,OL23555182M,London Granta,The red book Meaghan Delahunt.,https://trove.nla.gov.au/version/257107826,257107826,33814089
Gregory M. Doublas,2001,OL3965030M,"Australia Albany, N.Y. : Delmar/Thomson Learning",Accounting with QuickBooks (and QuickBooks Pro) with proper accounting Gregory M. Doublas.,https://trove.nla.gov.au/version/254012279,254012279,33817511
"Joan Baker 1956-|Sampson, Annette",2004,OL25542470M,"Crows Nest, N.S.W Allen & Unwin",Get ahead get financially sorted by 30 : the New Zealand way Joan Baker and Annette Sampson,https://trove.nla.gov.au/version/209873036,209873036,33817941
Lili Wilkinson 1981-,2011,OL25244727M,"Crows Nest, NSW Allen & Unwin",The (not quite) perfect boyfriend Lili Wilkinson,https://trove.nla.gov.au/version/250916121,250916121,33823602
"Meredith Costain|Collins, Paul, 1954-",2002,OL24870801M,Philadelphia [Pa.] Chelsea House Publishers,"Welcome to India Meredith Costain, Paul Collins",https://trove.nla.gov.au/version/168606415,168606415,33833923
Peter Chalk|Rand Corporation. National Security Research Division.,2001,OL3952355M,"Santa Monica, CA Rand",Australian foreign and defense policy in the wake of the 1999/2000 East Timor intervention Peter Chalk.,https://trove.nla.gov.au/version/207968429,207968429,33834286
Shauna Reid,2009,OL22998440M,New York Avon,The amazing adventures of dietgirl Shauna Reid.,https://trove.nla.gov.au/version/247379585,247379585,33844457
"Meredith Costain|Collins, Paul, 1954-",2002,OL3951905M,"Philadelphia, Pa Chelsea House Publishers","Welcome to Egypt Meredith Costain, Paul Collins.",https://trove.nla.gov.au/version/257109236,257109236,33846991
Brendan Mackey,2008,OL25258119M,"Canberra, ACT ANU E Press",Green carbon the role of natural forests in carbon storage Brendan G. Mackey ... [ et al.].,https://trove.nla.gov.au/version/207933330,207933330,33852150
Anthony Cornish 1961-,2008,OL26469924M,London Conway,The voyages of Captain Cook 101 questions and answers about the explorer and his three great scientific expeditions Anthony Cornish,https://trove.nla.gov.au/version/256789437,256789437,33852278
"Sandra Bao|Mutić, Anja.",2008,OL23103951M,"Footscray, Vic Lonely Planet",Buenos Aires city guide.,https://trove.nla.gov.au/version/260716643,260716643,33853148
,2010,OL26137315M,Walrus Books,Horse Mad Heights,https://trove.nla.gov.au/version/256438634,256438634,33869767
Andrew Caillard|Penfolds Wines Pty Ltd,2004,OL24369042M,Sydney Penfolds Wines,The rewards of patience a definitive guide to cellaring and enjoying Penfold wines by Andrew Caillard,https://trove.nla.gov.au/version/50298952,50298952,33882656
Mary Miché,2002,OL17118057M,Australia Delmar Thomson Learning,Weaving music into young minds Mary Miché,https://trove.nla.gov.au/version/260219709,260219709,33890791
Zoë Brân,2001,OL3965625M,Melbourne Lonely Planet Publications,After Yugoslavia Zoë Brân.,https://trove.nla.gov.au/version/180772612,180772612,33892386
"W. M. Ainsworth|Smith, Neville.|Millership, Anne.",2002,OL24213289M,"Frenchs Forest, NSW Pearson Education Australia","Managing performance, managing people understanding and improving team performance Murray Ainsworth, Neville Smith, Anne Millership.",https://trove.nla.gov.au/version/49199774,49199774,33893260
Sorrel Wilby,2001,OL3964940M,New York Pocket Books,Surviving Australia a practical guide to staying alive Sorrel Wilby.,https://trove.nla.gov.au/version/252753185,252753185,33899569
Garry Disher,2002,OL3948791M,New York A.A. Levine  Books,The divine wind a love story by Garry Disher.,https://trove.nla.gov.au/version/180782600,180782600,33915307
Luli Gray,2002,OL3951897M,Boston Houghton Mifflin Co.,Falcon and the Charles Street Witch Luli Gray.,https://trove.nla.gov.au/version/207790306,207790306,33920372
Brad Collis 1955-,2002,OL8648379M,Allen & Unwin,Fields of Discovery Australia's CSIROHardcover,https://trove.nla.gov.au/version/260765708,260765708,33933189
"Mandy Brent|Millgate Smith, Chris, 1958-",2008,OL23840062M,"Camberwell, Vic ACER Press",Working together linking skills and curriculum for adolescents with a language learning disability Mandy Brent and Chris Millgate-Smith.,https://trove.nla.gov.au/version/208142773,208142773,33934273
Yasmine Musharbash,2008,OL23194878M,Canberra Aboriginal Studies Press,Yuendumu everyday contemporary life in remote Aboriginal Australia Yasmine Musharbash.,https://trove.nla.gov.au/version/207817350,207817350,33976362
"Lee, Mal.|Gaffney, Michael",2008,OL23726200M,"Camberwell, Vic ACER Press",Leading a digital school principles and practice edited by Mal Lee and Michael Gaffney.,https://trove.nla.gov.au/version/207871825,207871825,33990327
"Straw, Wendy, ill.",2001,OL24199255M,"Melbourne, Australia Borghesi & Adam",5 little ducks illustrated by Wendy Straw.,https://trove.nla.gov.au/version/261838869,261838869,33994099
Bradley Trevor Greive 1970-,2008,OL10669669M,Andrews McMeel Publishing,Thank You for Being YouHardcover,https://trove.nla.gov.au/version/254588536,254588536,34003495
John Wilkinson -ca. 1683,2009,OL24104035M,"Collingwood, VIC, Australia CSIRO Pub.",Probing the new solar system John Wilkinson.,https://trove.nla.gov.au/version/207980821,207980821,34003857
Kevin Handreck 1938-,2008,OL23655692M,"Collingwood, Vic Csiro Publishing",Good gardens with less water Kevin Handreck,https://trove.nla.gov.au/version/208141203 209885857,208141203 209885857,34013538
Kevin Handreck 1938-,2008,OL23536220M,"Collingwood, Vic Csiro Publishing",Good gardens with less water Kevin Handreck,https://trove.nla.gov.au/version/208141203 209885857,208141203 209885857,34013538
Meri Williams,2008,OL11842357M,SitePoint,The Principles of Project ManagementPaperback,https://trove.nla.gov.au/version/208027342,208027342,34016978
"Ricky Megee 1970-|McLean, Greg.",2008,OL22667973M,"Crows Nest, NSW Arena","Left for dead how I survived 71 days in the outback Ricky Megee, with Greg McLean.",https://trove.nla.gov.au/version/207891090,207891090,34024487
Tracey Boraas,2002,OL3938968M,"Mankato, Minn Bridgestone Books",Australia by Tracey Boraas.,https://trove.nla.gov.au/version/257102718,257102718,34025633
Ivana Hrubá,2008,OL16900924M,"Largo, Fla Kunati",A decent ransom a story of a kidnapping gone right Ivana Hrubá.,https://trove.nla.gov.au/version/208024260,208024260,34071223
"Helen Gardner 1878-1946|Kleiner, Fred S.",2009,OL23158279M,Australia Wadsworth/Cengage Learning,Gardner's art through the ages a concise global history Fred S. Kleiner.,https://trove.nla.gov.au/version/208061878,208061878,34077773
Christopher C. Pollitt|Rural Industries Research and Development Corporation (Australia),2008,OL25554895M,"Barton, A.C.T Rural Industries Research and Development Corporation",Equine laminitis current concepts by Christopher C. Politt,https://trove.nla.gov.au/version/209715036,209715036,34078327
"Fiona Baker|Wallis, Cheryl A. 1966-",2008,OL24065009M,"Collingwood, Vic Landlinks Press/CSIRO",Running a small beef herd Fiona Baker.,https://trove.nla.gov.au/version/208072683,208072683,34082332
Gary Bromley,2003,OL8907874M,Hinkler Books,Yoga ClassPaperback,https://trove.nla.gov.au/version/172814626,172814626,34082702
Murray Bail 1941-,2002,OL3954267M,"New York Farrar, Straus, and Giroux",Camouflage stories by Murray Bail.,https://trove.nla.gov.au/version/171423987,171423987,34087040
"Lauren Williams 1958-|Germov, John.",2001,OL21096313M,"Crows Nest, NSW Allen & Unwin",Surviving first year uni Lauren Williams & John Germov.,https://trove.nla.gov.au/version/208052477,208052477,34090796
"Cheryl Ryan|Beasley, Madeline,",2000,OL24931893M,"South Yarra, Vic Macmillan Education Australia",The hottest week in sun city written by Cheryl Ryan; illustrated by Madeline Beasley,https://trove.nla.gov.au/version/170147139,170147139,34091733
"Murphy, Alan.|Lonely Planet Publications (Firm)",2008,OL23105780M,"Footscray, Vic Lonely Planet",Queensland & the Great Barrier Reef Alan Murphy ... [et al.].,https://trove.nla.gov.au/version/177758320,177758320,34094288
"Tiffany Mandrake 1957-|Chatterton, Martin, ill",2010,OL24894951M,Australia Little Hare Books,Mal the mischievous mermaid Tiffany Mandrake ; illustrated by Martin Chatterton,https://trove.nla.gov.au/version/208045098,208045098,34095845
Rod Clement,2004,OL7413373M,HarperCollins Australia,Olga the Brolga,https://trove.nla.gov.au/version/256414769,256414769,34095982
"Linda Bernbach|Wall, Charles A.",2003,OL3317557M,Australia Thomson/Arco,"30 days to the ASVAB Linda Bernbach, Charles A. Wall.",https://trove.nla.gov.au/version/208069846,208069846,34102552
"Brian Caldwell|Harris, Jessica Louise, 1979-",2008,OL23214966M,"Camberwell, Vic ACER Press",Why not the best schools? Brian J. Caldwell and Jessica Harris.,https://trove.nla.gov.au/version/207952203,207952203,34115709
"Daniel Defoe 1661?-1731|Shinagel, Michael.",1975,OL22267462M,New York Norton,"Robinson Crusoe an authoritative text,backgrounds and sources, criticism ; edited by Michael Shinagel. Daniel Defoe :",https://trove.nla.gov.au/version/252286198,252286198,3412494
"Daniel Defoe 1661?-1731|Rejzen, Zalman, 1887-1941.|Reisen, Sara, 1885-1974.",1909,OL22871898M,Ṿarshe Bikher-far-ale,"Robinzon fun Dayṭsh iberzeṭsṭ, Sh. un Z. Reyzen.",https://trove.nla.gov.au/version/3170429,3170429,3412494
"Daniel Defoe 1661?-1731|Gavarni, Paul, 1804-1866, illus",1862,OL25580258M,Paris Morizot,Aventures de Robinson Crusoé illustrées par Gavarni,https://trove.nla.gov.au/version/209757147,209757147,3412494
Daniel Defoe 1661?-1731,1795,OL7138259M,"New-York Printed by Hurtin & Commardinger, for E. Duyckinck, & Co.","The wonderful life and most surprising adventures of that renowned hero, Robinson Crusoe, who lived twenty-eight years on an uninhabited island which he afterwards colonised.",https://trove.nla.gov.au/version/261086334,261086334,3412494
,2011,OL24592686M,Feiwel & Friends,Harry & Hopper,https://trove.nla.gov.au/version/259102147,259102147,34125804
Bonnie Leon,2008,OL21812819M,"Grand Rapids, MI Revell",Longings of the heart a novel Bonnie Leon.,https://trove.nla.gov.au/version/260717448,260717448,34146927
"Henry E. Roscoe 1833-1915|Schorlemmer, Carl, 1834-1892. joint author|Colman, Harold Govett|Harden, Arthur, 1865-1940",1905,OL24171005M,London and New York Macmillan and Co.,A treatise on chemistry by Sir H. E. Roscoe and C. Schorlemmer.  With 217 illustrations and a portrait of Dalton engraved by C. H. Jeens,https://trove.nla.gov.au/version/49137159,49137159,3414917
George Wong|National Geographic Society (U.S.),2001,OL26583548M,"Washington, D.C National Geographic School Pub.",Weather in the city George Wong,https://trove.nla.gov.au/version/259795649,259795649,34153917
Daniel Defoe 1661?-1731|Robert Mayer (Afterword)|Paul Theroux (Introduction),2008,OL10274288M,Signet Classics,Robinson CrusoePaperback,https://trove.nla.gov.au/version/259806098,259806098,3415599
"Daniel Defoe 1661?-1731|Lefevre|Loiseaux|Maniere, Michel, 1948-|Nathan-Deiller, Muriel|Van Gool",2007,OL26533276M,"Longueuil, Quebec] Editions Pop jeunesse",Robinson Crusoe adapte pour les jeunes lecteurs d'apres Daniel Defoe ; illustre par Van Gool,https://trove.nla.gov.au/version/259798335,259798335,3415599
"Daniel Defoe 1661?-1731|Richetti, John J.",2001,OL3777980M,London Penguin,Robinson Crusoe Daniel Defoe ; edited with an introduction and notes by John Richetti.,https://trove.nla.gov.au/version/251743791,251743791,3415599
Daniel Defoe 1661?-1731,1998,OL109059M,"Mineola, N.Y Dover Publications",Robinson Crusoe Daniel Defoe.,https://trove.nla.gov.au/version/254589663,254589663,3415599
Daniel Defoe 1661?-1731,1986,OL26466010M,"Cutchogue, NY Buccaneer Books",Robinson Crusoe Daniel Defoe,https://trove.nla.gov.au/version/256776552,256776552,3415599
Daniel Defoe 1661?-1731,1914,OL26288954M,Chicago Rand McNally & company,The life and adventures of Robinson Crusoe,https://trove.nla.gov.au/version/260719981,260719981,3415599
Daniel Defoe 1661?-1731,1867,OL20510261M,"O.S. Felt, 1867",Life and Adventures of Robinson Crusoe,https://trove.nla.gov.au/version/259799186,259799186,3415599
Daniel Defoe 1661?-1731|Sheila Thibodeau Lambrinos Collection - York University.,uuuu,OL24144374M,New York Hurst and Company,Life and adventures of Robinson Crusoe.,https://trove.nla.gov.au/version/261090280,261090280,3415599
"Australasian Medical Congress (3rd 1892 Sydney, N.S.W.)|Huxtable, L. Ralston",1893,OL26296194M,Sydney Charles Potter,"Intercolonial Medical Congress of Australasia transactions of the third session, held in Sydney, New South Wales, September, 1892 edited ... by L. Ralston Huxtable",https://trove.nla.gov.au/version/247430664,247430664,34162787
"Fidel Castro 1926-)|Deutschmann, David.|Shnookal, Deborah",2007,OL22747258M,"Melbourne, Vic Ocean Press",Fidel Castro reader edited by David Deutschmann and Deborah Shnookal.,https://trove.nla.gov.au/version/182018983,182018983,34169480
"Fox, Mary Lady.|Whately, Richard, 1787-1863.",uuuu,OL24198162M,London R. Bentley,Account of an expedition to the interior of New Holland edited by Lady Mary Fox.,https://trove.nla.gov.au/version/49149099,49149099,3418173
Diana Eades 1953-,2008,OL16925183M,Berlin Mouton de Gruyter,Courtroom talk and neocolonial control by Diana Eades.,https://trove.nla.gov.au/version/208129847,208129847,34184512
"Copyright Paperback Collection (Library of Congress)|Dann, Jack|Dozois, Gardner R.",1999,OL24966840M,"New York, N.Y Ace Books",Armageddons edited by Jack Dann & Gardner Dozois,https://trove.nla.gov.au/version/171430454,171430454,34188967
"Amy Goodman 1957-|Goodman, David, 1959-",2004,OL25552060M,"Crows Nest, N.S.W Allen & Unwin","The exception to the rulers exposing America's war profiteers, the media that love them, and the crackdown on our rights Amy Goodman with David Goodman",https://trove.nla.gov.au/version/209790301,209790301,34200285
"Peter Beilharz|Smith, Bernard, 1916-",1997,OL1011461M,Cambridge Cambridge University Press,"Imagining the antipodes culture, theory, and the visual in the work of Bernard Smith Peter Beilharz.",https://trove.nla.gov.au/version/207829229,207829229,34200960
Daniel Donahoo,2007,OL8331752M,New South Books,Idolising ChildrenPaperback,https://trove.nla.gov.au/version/207901685,207901685,34200972
Michele Hauf,2004,OL25551562M,"Chatswood, N.S.W Luna",Seraphim Michelle Hauf,https://trove.nla.gov.au/version/260736884,260736884,34207139
"Smith, Laurajane.|Akagawa, Natsuko.",2008,OL16943252M,"Milton Park, Abingdon, Oxon Routledge",Intangible heritage edited by Laurajane Smith and Natsuko Akagawa.,https://trove.nla.gov.au/version/208100351,208100351,34209190
Barry Jonsberg 1951-,2008,OL24916493M,"Crows Nest, N.S.W Allen & Unwin",Ironbark Barry Jonsberg,https://trove.nla.gov.au/version/208048217,208048217,34221917
"Helen Stubbings 1967-|McConachy, Katey|Barren, Richard",2006,OL25563956M,"Lenah Valley, Tas H. Stubbings","Pyjama party with Tilly and friends Helen Stubbings, illustrated by Katey McConachy, photography by Richard Barren",https://trove.nla.gov.au/version/209769061,209769061,34238276
"Barwick, John, 1953-",2006,OL25560587M,"Crows Nest, NSW Allen & Unwin",It's true! bushrangers lost their heads / John Barwick ; pictures by Stephen Axelsen,https://trove.nla.gov.au/version/209710893,209710893,34241873
Brian Costar,2007,OL8331759M,UNSW Press,Limiting Democracy The Erosion of Electoral Rights in AustraliaPaperback,https://trove.nla.gov.au/version/208071862,208071862,34242676
Gordon Boyce 1954-,2006,OL25547982M,"Carlton, Vic Melbourne University Press","How organisations connect investing in communication edited by Gordon Boyce, Stuart Macintyre and Simon Ville",https://trove.nla.gov.au/version/209695211,209695211,34267793
Debbie Spillane,2007,OL25560265M,"Crows Nest, N.S.W Allen & Unwin","Where do you think you're goin', lady? adventures of a sports-mad redhead Debbie Spillane",https://trove.nla.gov.au/version/209785381,209785381,34269847
Brian G. Hodge,2006,OL25560618M,"Collingwood, VIC CSIRO Pub.",Building your straw bale home from foundations to the roof Brian Hodge :,https://trove.nla.gov.au/version/209855935,209855935,34277917
"H. I Larry|Baez, Marcelo, illustrator",2013,OL26482575M,,Lunar strike by H.I. Larry ; illustrations by Marcelo Baez,https://trove.nla.gov.au/version/257095983,257095983,34282317
"H. I. Larry|Hook, Andy",2007,OL26342116M,"Prahan, Vic E2",Lunar strike by H.I. Larry ; illustrations by Andy Hook,https://trove.nla.gov.au/version/249151379,249151379,34282317
Alan Atkinson,2006,OL25564480M,"Crows Nest, N.S.W Allen & Unwin","High lean country land, people and memory in New England edited by Alan Atkinson",https://trove.nla.gov.au/version/209877376,209877376,34284643
Shirley Kaiser,2006,OL8585872M,SitePoint,Deliver First Class Web Sites 101 Essential ChecklistsPaperback,https://trove.nla.gov.au/version/207995759,207995759,34285246
Global Governance Reform Project,2000,OL7626169M,"Department of Politics, La Trobe University",Reimagining the future: Towards democratic governance  a report of the Global Governance Reform Project,https://trove.nla.gov.au/version/207875632,207875632,34286809
"Marisa L. Crawford|Rossiter, G. M.",2006,OL25544924M,"Camberwell, Vic ACER Press","Reasons for living education and young people's search for meaning, identity and spirituality : a handbook Marisa Crawford and Graham Rossiter",https://trove.nla.gov.au/version/209768981,209768981,34298256
James A. Athanasou,2007,OL25560701M,"Camberwell, Vic ACER Press",Evaluating career education and guidance James A. Athanasou /,https://trove.nla.gov.au/version/260767991,260767991,34306879
"Edwards, Jane 1932-",2002,OL3954694M,"Waterville, Me Five Star",A whisper of suspicion Jane Edwards.,https://trove.nla.gov.au/version/182020903,182020903,34328034
"Lee A. Kirkpatrick 1958-|Feeney, Brooke C., 1969-",2007,OL17971216M,Australia Thomson/Wadsworth,"A simple guide to SPSS for Windows for version 14.0 Lee A. Kirkpatrick, Brooke C. Feeney.",https://trove.nla.gov.au/version/259099588,259099588,34332249
"Ruth Guthrie|Soe, Louise",2002,OL24557900M,Australia Course Technology,"Macromedia Dreamweaver 4 Ruth Guthrie, Louise Soe",https://trove.nla.gov.au/version/51433789 168607921,51433789 168607921,34337855
"Ruth Guthrie|Soe, Louise",2002,OL24737982M,Australia Course Technology,"Macromedia Dreamweaver 4 Ruth Guthrie, Louise Soe",https://trove.nla.gov.au/version/51433789 168607921,51433789 168607921,34337855
Erica Nathan,2007,OL16389847M,"Carlton, Vic Melbourne University Press",Lost waters a history of a troubled catchment Erica Nathan.,https://trove.nla.gov.au/version/207956664,207956664,34354961
Philip McLaren 1943-,2002,OL3953981M,Philadelphia Intrigue Press,Scream black murder a WorldKrime mystery by Philip McLaren.,https://trove.nla.gov.au/version/172811361,172811361,34363874
Benjamin Polis,2001,OL22014639M,Henley Beach Seaview,Only a mother could love him ADD : attention deficit disorder Ben Polis.,https://trove.nla.gov.au/version/252748473,252748473,34368068
"New South Wales. Bureau of Statistics and Economics.|Coghlan, T. A.",1894,OL22409298M,"Sydney C. Potter, government printer","General report on the eleventh census of New South Wales by T.A. Coghlan, government statistician ; illustrated with maps and diagrams.",https://trove.nla.gov.au/version/49248891,49248891,34381314
"George Wilson Waterhouse 1856-|Edmondson, Francis William",1886,OL24153615M,Melbourne C. F. Maxwell,"A digest of reported cases in the Supreme Court, Court of Insolvency, and the Courts of Mines and Vice-Admiralty of the colony of Victoria, from 1861 to 1885 by G.W. Waterhouse and F.W. Edmondson",https://trove.nla.gov.au/version/49181736,49181736,34383040
"Cowan, James 1942-",1991,OL1559137M,New York Bell Tower,Letters from a wild state rediscovering our true relationship to nature James G. Cowan.,https://trove.nla.gov.au/version/170139602,170139602,34394683
Louise Elizabeth Rorabacher 1906-,1973,OL5285174M,New York Twayne Publishers,Marjorie Barnard and M. Barnard Eldershaw by Louise E. Rorabacher.,https://trove.nla.gov.au/version/261841117,261841117,34397429
"Steve Rosenberg 1948-|Rosenberg, Steve, 1948-",2000,OL3962558M,"Melbourne, Australia Lonely Planet Publications","Diving & snorkeling, Monterey Peninsula & Northern California Steve Rosenberg.",https://trove.nla.gov.au/version/247437095,247437095,34397793
Betty Casey,1900,OL22896694M,[Sydney Dymock's Book Arcade,The wild white snow gum collected verse. Photos. by John Casey.,https://trove.nla.gov.au/version/260755218,260755218,34403847
"Kirp, David L.|Bayer, Ronald.",1992,OL1559590M,"New Brunswick, N.J Rutgers University Press","AIDS in the industrialized democracies passions, politics, and policies David L. Kirp and Ronald Bayer, editors.",https://trove.nla.gov.au/version/254016796,254016796,34413718
"Goodenow, Ronald K.|Marsden, W. E.",1992,OL1562416M,Cambridge [England] Cambridge University Press,The City and education in four nations edited by Ronald K. Goodenow and William E. Marsden.,https://trove.nla.gov.au/version/262157791,262157791,34414505
Elizabeth Moulton Eggleston,1976,OL4594405M,Canberra Australian National University Press,"Fear, favour or affection Aborigines and the criminal law in Victoria, South Australia and Western Australia [by] Elizabeth Eggleston.",https://trove.nla.gov.au/version/256433852,256433852,34417105
,2005,OL26498612M,[Sydney] Kiddz Books,Numbers,https://trove.nla.gov.au/version/257731860,257731860,34444056
"Thalia Kalkipsakis|Plant, Andrew (illust.)",2007,OL25549790M,Sydney Allen & Unwin,It's true! sleep makes you smarter Thalia Kalkipsakis ; Illustrated by Andrew Plant,https://trove.nla.gov.au/version/209782079,209782079,34446653
John Martinkus,2001,OL3607106M,"Milsons Point, N.S.W Random House Australia",A dirty little war John Martinkus.,https://trove.nla.gov.au/version/186082335,186082335,34448822
J. E. N. Veron,1992,OL21100577M,"Cape Ferguson, Qld Australian Institute of Marine Science",Hermatypic corals of Japan J.E.N. Veron.,https://trove.nla.gov.au/version/209869201,209869201,34455693
Thomas Keneally 1935-,1992,OL1766275M,New York Simon & Schuster,The place where souls are born a journey to the Southwest Thomas Keneally ; introduction by Jan Morris.,https://trove.nla.gov.au/version/171431922,171431922,34471113
Erling Messer Hunt 1901-,1968,OL5632472M,New York AMS Press,American precedents in Australian federation by Erling M. Hunt.,https://trove.nla.gov.au/version/251744669,251744669,3447642
Kate Constable 1966-,2007,OL24896919M,"Crows Nest, NSW, Australia Allen & Unwin",The taste of lightning Kate Constable,https://trove.nla.gov.au/version/207934916,207934916,34480275
Nonie Sharp,1993,OL1475588M,Canberra Aboriginal Studies Press,Stars of Tagai the Torres Strait Islanders Nonie Sharp.,https://trove.nla.gov.au/version/261077667,261077667,34482723
"Gillian M. Lupton|Short, Patricia M.|Whip, Rosemary, 1940-",1992,OL831576M,South Melbourne Macmillan,"Society and gender an introduction to sociology Gillian Lupton, Patricia M. Short, Rosemary Whip.",https://trove.nla.gov.au/version/261844827,261844827,34485226
Charles J. Krebs,2008,OL23675055M,Berkeley University of California Press,The ecological world view Charles J. Krebs.,https://trove.nla.gov.au/version/208099113,208099113,34485239
William Blaxland Shoppee Benham 1860-|Australasian Antarctic Expedition (1911-1914),1921,OL23759285M,[Sydney] Australasian Antarctic Expedition,Polychaeta by W.B. Benham.,https://trove.nla.gov.au/version/49151948,49151948,34501067
